,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,geometry,Country,MSOA,Adult HE 2011 Quintile,Population,Graduates,Adult HE Rate
162,E02000168,Camden 003,E09000007,Camden,E12000007,London,8172,8040,132,120.1,3535,2.3,"POLYGON ((528960.5630002677 186253.7339998892, 528999.5059998945 186180.1860001329, 529017.4940002769 186140.7190000602, 529050.9790002567 186067.6290001772, 529076.3749996966 186014.7970001299, 529135.9070000133 185895.4779998876, 529151.2270000926 185865.6849999181, 529153.2800002015 185861.8460002595, 529228.5940003104 185720.3980002848, 529298.7409996523 185657.7380002301, 529305.9519999943 185654.5240000063, 529291.7680001385 185623.7780001644, 529330.0919997316 185583.4579997853, 529249.5929999364 185531.8450000307, 529260.5260001586 185497.3229999704, 529253.4379997122 185486.5160000603, 529258.2010002282 185462.4799997284, 529357.0000000538 185449.0000002529, 529341.5189998142 185329.9090001665, 529381.8590001065 185333.2700000386, 529385.2909998135 185298.1060003309, 529205.9999997327 185310.0000001044, 529213.3780003523 185406.0980000566, 529184.2969997262 185410.7519997571, 529151.9319998961 185252.5020001224, 529199.0859998197 185229.793000044, 529196.0000001856 185194.0000003462, 529046.1289998321 185192.6320001275, 529107.314999985 185107.1439999382, 529235.2030001156 185085.8379999266, 529231.9999999872 185037.0000002969, 529165.0000001576 185043.0000000252, 529036.0000002722 185054.0000002429, 529034.3469998587 185039.1330000585, 528997.6859999197 185036.9160000888, 528995.3139999068 184976.21, 528971.2760000131 185009.0339998423, 528965.9839997889 185170.4950000003, 529009.6310003309 185191.8010000119, 528915.5890001882 185236.8339996922, 528843.1089998051 185189.2159997782, 528651.3149998737 185286.633000305, 528533.1540000458 185294.0270002823, 528515.4840001445 185356.9159999157, 528480.4999996554 185441.4529997943, 528561.2499999362 185592.0310002289, 528643.1879997851 185583.7660003097, 528666.5629999794 185535.0619999552, 528731.0669997616 185579.36899978, 528725.2149998203 185592.7239997981, 528659.7969998533 185716.4840002359, 528641.20000011 185743.4920001239, 528701.4740003557 185778.2920001229, 528700.8750002354 185781.7220002683, 528652.7079999839 185855.7360002928, 528626.2759998866 185864.0460000167, 528550.4540001216 185792.9930001688, 528506.0590002491 185813.4099998871, 528551.583000089 185881.9469997744, 528536.4960001437 185904.881000308, 528477.0519998746 185992.7659996857, 528493.9999997601 186007.9999999953, 528426.6389999226 186058.8149999205, 528349.2600001865 186191.0119998173, 528393.6779996726 186222.7610000304, 528433.500000352 186218.5719997433, 528422.3799999392 186162.2499998111, 528456.4739999961 186102.5000000112, 528657.1299996892 186238.6519999222, 528773.7609997153 186267.0590000375, 528848.7809998116 186209.1729998783, 528879.2079997496 186388.6949998155, 528915.4569997588 186407.7589999659, 528969.5159997778 186408.048, 528962.3219996484 186377.6349998581, 528960.5630002677 186253.7339998892))",England,E02000168,5,6795,3932,0.579
163,E02000169,Camden 004,E09000007,Camden,E12000007,London,7637,6981,656,68.0,2942,2.4,"POLYGON ((525534.1880000724 186427.8279998027, 525745.9899996965 186387.5110002318, 525835.1809998907 186394.3360002188, 525921.7499997254 186385.375000005, 526029.3000001606 186252.3890003404, 526051.9170001309 186206.466000107, 526154.0530003391 186023.8330003519, 526285.6710000411 185884.4250000212, 526364.0479997669 185776.7550002375, 526368.0560001759 185655.1249996381, 526390.1170000858 185603.4840003356, 526499.8959999658 185461.5139996892, 526502.5140002238 185458.3670002403, 526562.915 185373.5420002975, 526502.9690001244 185367.8409999968, 526466.4700002082 185314.4790000925, 526535.0919999051 185275.9969999502, 526504.5519998127 185171.0839997006, 526437.7179996456 185211.0599996757, 526340.3189996757 185182.1599997934, 526340.9999997657 185033.9999999308, 526275.9999999256 185032.0000001973, 526253.4849999557 185142.1829999777, 526236.8710001861 185236.8120002685, 526028.9999999419 185110.9999996505, 526023.8719999481 185112.223999656, 526017.393000238 185118.6959997427, 525867.5000002084 185268.202999959, 525767.8369997214 185302.2269997337, 525672.6520001091 185337.9409998782, 525535.0180000615 185454.7220003545, 525484.212999792 185497.137000297, 525401.4270000176 185566.2659997353, 525370.4379998072 185592.14699972, 525191.5339998513 185803.2459998048, 525171.7710002125 185855.357000312, 525097.3130003012 186018.3910001538, 525084.9539999999 186175.6269996365, 525110.7540003322 186181.5929998224, 525248.1089997698 186189.7700001052, 525331.6859998376 186235.5699999903, 525391.8570000619 186278.6439998342, 525499.4999997151 186317.9529997049, 525534.1880000724 186427.8279998027))",England,E02000169,5,6193,3627,0.586
164,E02000170,Camden 005,E09000007,Camden,E12000007,London,8338,8293,45,108.1,3685,2.3,"POLYGON ((525370.4379998099 185592.1470001517, 525401.4269998192 185566.266000004, 525484.2130001875 185497.1370001743, 525535.0179999012 185454.7219995974, 525672.652 185337.9409996842, 525574.7029998231 185296.3870001531, 525459.387000112 185249.8330000235, 525348.7290001829 185245.9889997784, 525290.2540004291 185230.8830003923, 525227.8469998533 185225.3670003553, 525194.9689998302 185222.8929998945, 525101.4769997091 185215.8520001604, 525025.069000401 185191.0660000347, 524956.1880000882 185165.0009997742, 524965.7269997377 185138.1950000355, 524983.5539999834 185088.1029995775, 524926.1219997153 185050.5619998861, 524989.9869997932 184975.5959995846, 524860.0000002574 185040.0000002962, 524840.327999857 185098.3150002509, 524801.427000154 185059.0220000089, 524793.7090003459 185112.5529996094, 524816.5969998034 185120.7990003014, 524739.0000000328 185151.999999787, 524522.9999996036 185291.9990002471, 524462.4189996144 185243.4929998177, 524522.9149998176 185185.8760003188, 524527.0019996933 185085.7509997798, 524489.4379996657 185066.7540003579, 524474.1939999802 185087.190999691, 524430.6030003636 185054.7639997249, 524370.4579999131 185109.3560001203, 524342.7810002151 185107.1690000081, 524325.96600016 185087.7229996248, 524315.1069995897 185099.9579998429, 524308.9699999238 185106.8729998641, 524186.081999663 185240.0750001979, 524040.7060003016 185400.447999705, 523954.4779999999 185541.5080001008, 523983.4220001056 185569.3870003616, 524081.1160000655 185660.6980002342, 524132.4039999677 185691.992000183, 524192.3129997692 185727.6720000834, 524270.7609999539 185614.2240000041, 524290.8490003478 185624.2069998696, 524467.6920000208 185697.767000346, 524477.83699964 185651.0710000079, 524487.1249998405 185570.1249999081, 524510.6269999451 185573.67999985, 524603.6769998048 185608.478000041, 524925.8129998668 185681.2660000257, 524906.3129998519 185768.4689996408, 525000.3789998111 185989.411000269, 525097.3129998656 186018.3910004153, 525171.7709996877 185855.3570004029, 525191.5339997377 185803.2460003092, 525370.4379998099 185592.1470001517))",England,E02000170,5,7094,4320,0.609
165,E02000171,Camden 006,E09000007,Camden,E12000007,London,7818,7789,29,149.9,3502,2.2,"POLYGON ((528256.3169999494 185523.5680002433, 528093.0000000484 185421.0000001764, 528080.9999998054 185441.0000002182, 528072.4299998943 185437.6150002536, 527968.7529999042 185395.7440001655, 527959.0350000422 185416.3719999696, 527922.4659999839 185439.2489999217, 527824.0000001406 185407.0000002561, 527836.8119998438 185367.7579998458, 527824.62099987 185337.0879998232, 527801.3170000891 185397.5300000815, 527700.0129998181 185358.0529998114, 527702.0000002127 185295.9999999152, 527801.4049998022 185324.5999999314, 527815.8320000964 185278.9520002145, 527844.0009998756 185289.0009999209, 527889.3420000167 185184.2619997616, 527954.5539999821 185161.5150002655, 528038.6500000331 185137.542999911, 528071.9970002708 185117.9959998983, 528120.1690002616 185066.5989999172, 528032.6280001195 185047.3500000607, 527945.3219998372 185029.1239998007, 527914.5430000025 185022.7089999846, 527910.9999999952 185069.5570000529, 527834.7349998043 185057.6340001721, 527827.0170001645 184941.8710001572, 527831.061000193 184830.2929999777, 527866.7359997825 184832.4500000042, 527867.9060000705 184793.3340001868, 527810.9379997283 184788.8179999619, 527876.4150001617 184740.9519998537, 527872.9419999389 184700.8179999961, 527860.0369998759 184672.305, 527816.7610001849 184691.7159997621, 527683.3950001161 184782.2229997661, 527676.8150002244 184786.9509998205, 527663.2449997579 184799.3989999912, 527651.2750001231 184812.528000018, 527556.9379998517 184912.2190001746, 527537.5980001121 184933.5739998955, 527439.7549999298 185011.2460001658, 527427.2499998022 185022.2340001635, 527456.2499997538 185061.1080000882, 527414.187999935 185096.0000000425, 527465.0710000673 185184.4979998598, 527527.1250002017 185230.6720001049, 527507.7279999604 185282.4350000951, 527496.7469999957 185340.4389998613, 527503.5090001986 185388.6120000904, 527476.1780000798 185431.4850002212, 527467.8750000234 185463.0619999952, 527316.1309999916 185516.1700000067, 527281.5050001987 185505.0599998244, 527266.3610001906 185538.7210002159, 527234.1360002487 185615.0670000871, 527270.8760001772 185630.3090000112, 527478.5180001109 185697.3819997783, 527520.3629999987 185706.2470002209, 527746.1629997946 185741.2639999847, 527753.614999818 185742.2969997838, 527958.8309999389 185762.483, 528204.3030001019 185703.3379997707, 528208.6010001577 185701.2769997287, 528301.532999736 185646.8810001976, 528276.9999997788 185633.9999998583, 528315.9999997512 185560.9999999238, 528256.3169999494 185523.5680002433))",England,E02000171,5,6444,3800,0.59
166,E02000172,Camden 007,E09000007,Camden,E12000007,London,10147,9919,228,151.7,4186,2.4,"POLYGON ((528480.5000002005 185441.4530002067, 528515.4840003505 185356.9159996668, 528533.1539996505 185294.026999667, 528651.3150001502 185286.6330004044, 528843.1089999278 185189.2159996242, 528915.5889999951 185236.8339996683, 529009.630999675 185191.8009999603, 528965.9840000198 185170.4949995888, 528971.2760003769 185009.0340003324, 528995.3140001443 184976.2100000316, 528997.6859999929 185036.9160000735, 529034.3470002714 185039.1330003782, 529035.9999998033 185053.9999998349, 529164.9999997702 185042.9999996057, 529160.6560003302 184995.6950001134, 529242.5099997356 185007.7049998801, 529300.6559996713 184972.4660001221, 529410.2490000001 184967.4430002201, 529407.0120004079 184929.1419999135, 529157.0669999645 184950.8239999452, 529025.0310001669 184961.3049999861, 528989.7489999451 184963.9340004189, 528973.8799997247 184862.4870003834, 528971.2889998808 184847.9999999738, 528966.8089999087 184822.932999947, 528950.4179997462 184729.9659998892, 528960.5769999735 184590.8909996462, 528967.5000002417 184556.359000334, 528846.7800001238 184561.0560001805, 528784.4629996706 184563.3099997308, 528718.4830003607 184565.0499998231, 528628.4380000774 184581.3579996672, 528611.7729995848 184665.4699997201, 528608.4210003035 184682.3890001878, 528521.0920001583 184647.0990003372, 528470.9219996368 184636.3139998614, 528447.0550003813 184721.9989997367, 528416.7400000941 184716.3469998323, 528446.1520000489 184725.0910003901, 528431.0000000242 184776.9999996605, 528393.3150002162 184776.8310001248, 528391.843000091 184801.714000136, 528389.0070003889 184841.3690002695, 528309.6810000088 184835.9769998481, 528279.176000198 184902.6180002414, 528231.3440000335 185005.7990000062, 528205.3549998074 184974.8680000755, 528172.5590003455 184996.1059997533, 528161.2309999397 184984.7780002027, 528123.0479999313 185061.876999673, 528120.1689997654 185066.5989997493, 528071.9970004086 185117.9959996826, 528038.6499996774 185137.543000095, 527954.5539997375 185161.5150001449, 527889.3419998607 185184.2620000487, 527844.001000331 185289.001000011, 527815.831999901 185278.9519995978, 527801.404999701 185324.6000001714, 527702.0000000715 185295.9999997465, 527700.013 185358.0529996195, 527801.3170003627 185397.5300001004, 527824.6210001884 185337.0879997836, 527836.8120002168 185367.7579997432, 527823.9999998149 185407.0000001159, 527922.4660003544 185439.2490002609, 527959.0350001976 185416.372000188, 527968.7529998252 185395.7439997905, 528072.4299996692 185437.6149997408, 528080.9999999614 185440.9999997359, 528092.9999999781 185420.9999997079, 528256.3170003591 185523.5679995831, 528315.9999996494 185560.9999999041, 528277.000000236 185633.9999997926, 528301.5329995946 185646.880999666, 528480.5000002005 185441.4530002067))",England,E02000172,5,8151,3013,0.37
167,E02000173,Camden 008,E09000007,Camden,E12000007,London,7675,7565,110,98.6,3569,2.1,"POLYGON ((526918.1140001958 185482.8389999859, 526953.000000083 185458.9999997657, 526964.9999997671 185565.9999999551, 527059.8060002114 185584.6769999925, 527128.8669996499 185518.4099999453, 527236.6900000401 185526.6380003721, 527242.7239997069 185490.6030003287, 527281.5050002732 185505.0600001465, 527316.1309997765 185516.1699996435, 527467.8750000567 185463.0619998271, 527476.1780000305 185431.4850002796, 527503.5089998461 185388.6119999833, 527496.7470003067 185340.4390001272, 527507.7279996509 185282.4349999947, 527527.125 185230.671999722, 527465.0710002749 185184.49800015, 527414.1879997986 185096.0000003032, 527456.2500003628 185061.1080001816, 527427.2500003746 185022.2340001167, 527370.3460003636 185073.0679998066, 527290.7230002831 185151.3299997184, 527246.8340001398 185199.1359998969, 527236.4519997637 185210.4440003628, 527183.8129998508 185267.7810003745, 527093.4950003226 185174.5069996373, 527003.0879999489 185082.2630000456, 526993.6440001314 185074.0380001118, 526901.6249999324 185000.4999998111, 526870.7499999936 184956.8590003347, 526892.295999721 184932.9660002602, 526926.2490003725 184894.192000343, 526850.3270001585 184811.8669999549, 526814.3990001604 184745.6210003521, 526803.3280003075 184701.8660001813, 526803.1250002708 184600.9219997663, 526763.1719997773 184530.7559996353, 526694.8219999233 184473.0499998678, 526652.8749997168 184441.3910001241, 526658.2500003269 184336.5000000054, 526651.6609996526 184332.6789999617, 526599.5279999608 184425.1609998298, 526506.4619998315 184495.4149996398, 526374.3200000154 184603.8169997201, 526328.3070003429 184683.4190001077, 526291.5899999687 184739.1049998984, 526190.6179999633 184926.0050000887, 526087.8879996915 185051.5069998692, 526023.872 185112.2240003631, 526029.000000358 185110.9999999083, 526236.8709999903 185236.8119997708, 526253.4850002504 185142.182999851, 526275.999999868 185031.9999997334, 526340.99999966 185033.9999996807, 526340.318999744 185182.1599997786, 526437.7180003726 185211.0600003706, 526504.5519996412 185171.0840001063, 526535.091999649 185275.9970003326, 526466.4699996938 185314.4790001192, 526502.9689998212 185367.8410000852, 526562.9149998905 185373.5419998991, 526502.5139997129 185458.3670002213, 526499.8959996797 185461.5140002467, 526542.1430003291 185532.4359998406, 526597.3940000411 185519.8220002268, 526648.7910002994 185462.1840001088, 526699.2700000287 185472.3930001166, 526751.0110001938 185432.7020000853, 526781.0000001016 185473.0000001487, 526880.191999733 185600.030999895, 526900.7780002974 185624.7340000383, 526926.5769996543 185591.7180002822, 526912.0860000118 185567.6279996537, 526947.9299997354 185519.1900003457, 526918.1140001958 185482.8389999859))",England,E02000173,5,6403,4297,0.671
168,E02000174,Camden 009,E09000007,Camden,E12000007,London,8714,8703,11,159.7,3822,2.3,"POLYGON ((529583.2190000069 185361.2939999815, 529667.489000168 185291.2500001651, 529703.481000185 185185.302999893, 529709.7249998196 185166.300000257, 529794.4340001681 185009.4210000639, 529823.8749997889 184994.3439998777, 529724.8750002357 184874.7660002571, 529690.6759998052 184900.4399997053, 529669.2179997023 184925.558000064, 529666.8779998405 184928.9409999236, 529633.9269997454 184913.1509996676, 529543.256000333 184899.3419998331, 529586.4040000461 184801.779000258, 529553.0699998091 184763.8320001817, 529602.8260001353 184724.4459997849, 529518.0009996922 184621.9999998095, 529456.0010002957 184708.9999998093, 529417.8270002049 184714.325000229, 529395.2470002102 184562.7149997281, 529350.7929997736 184547.3539999923, 529360.3799999171 184527.0000001074, 529293.0000002265 184452.999999794, 529236.0000001326 184498.9999997861, 529176.0000003207 184426.0000002878, 529218.0169999643 184397.7590002814, 529211.0390000723 184356.6700000307, 529132.5260000011 184380.6840001713, 529093.4519998586 184361.2410001767, 529080.8129999549 184381.2189997552, 529004.0629997866 184354.0160002539, 528968.5360003191 184290.964, 528960.5079999123 184394.1889997581, 528969.5169999255 184458.9500002117, 528967.5000001565 184556.3590000022, 528960.5770001389 184590.8910001928, 528950.4180002111 184729.966000193, 528966.8089997638 184822.9330001131, 528971.289000006 184847.9999999189, 528973.879999902 184862.4869999651, 528989.7490000518 184963.9339999786, 529025.0309998309 184961.3049997108, 529157.0669997191 184950.8239998615, 529407.0119997425 184929.1420002578, 529410.2489998239 184967.4430002817, 529300.6560003302 184972.4660001143, 529242.5100003249 185007.7050000289, 529160.6560000874 184995.6950001266, 529165.0000002189 185042.9999999891, 529232.0000002815 185036.9999998716, 529235.2029999944 185085.8379997904, 529107.3150000779 185107.1439997694, 529046.1290003222 185192.6319999006, 529196.000000258 185194.0000003337, 529199.0859997051 185229.7929996772, 529151.9319997951 185252.5019999474, 529184.2969997537 185410.7519997238, 529213.3779997629 185406.0979996806, 529206.0000002267 185310.0000001063, 529385.2910002775 185298.1060002985, 529381.8590002075 185333.2700003224, 529341.5190000559 185329.9090001399, 529356.9999998895 185449.0000002158, 529258.2009999888 185462.4800002936, 529253.4379996863 185486.5160001113, 529260.5260000088 185497.3229998854, 529249.592999791 185531.8449997269, 529330.0919997764 185583.4579996916, 529291.7679999042 185623.777999827, 529305.951999874 185654.524, 529321.273000259 185647.6970000607, 529407.7540000064 185559.4059998609, 529410.4359998059 185554.6239997133, 529462.7849996886 185485.1750002115, 529531.2499997522 185413.1990001841, 529579.2620000205 185365.245000304, 529583.2190000069 185361.2939999815))",England,E02000174,5,7287,3807,0.522
169,E02000175,Camden 010,E09000007,Camden,E12000007,London,8848,8846,2,127.9,4277,2.1,"POLYGON ((526087.8879998202 185051.5069997697, 526190.6179998165 184926.0050000063, 526291.5899997865 184739.1049999119, 526328.307 184683.4189999406, 526288.7500002293 184660.061999982, 526180.3129998751 184736.0309998665, 526101.3310002396 184739.4910003126, 526025.1029998587 184725.8190000927, 525820.1030000165 184681.7009999273, 525690.4380001258 184661.6719998228, 525684.5930002715 184620.2439998515, 525635.1879998855 184597.312000032, 525631.81100029 184469.1500000842, 525562.1429999974 184473.1939997609, 525567.1809997248 184546.1280000244, 525474.0699998571 184565.2960002589, 525447.4719999358 184509.854000093, 525398.8099999302 184519.9139999544, 525401.743000341 184552.1690002173, 525263.0000000871 184537.999999972, 525251.160999918 184536.5859997838, 525231.8859997857 184534.2850001286, 525207.235999953 184430.8069997503, 525164.2430001558 184405.8380000876, 525120.166999867 184440.1659997939, 525139.0630001496 184544.1090003243, 525066.1250001591 184547.327999731, 525061.6700000735 184583.9949999283, 525044.2560001386 184584.9850002522, 524981.0920003275 184590.8080002365, 525029.586000141 184647.1639997409, 525144.0029997077 184681.7490000802, 525131.5959999018 184724.3549998881, 525263.103000258 184747.1790002211, 525313.5309997437 184833.7919998836, 525222.8160002484 184848.2489996743, 525214.1869997575 184907.0030001006, 525164.1299999816 184919.5349999474, 525119.7590002823 184933.1409998713, 525084.6100000328 184887.8630000125, 525035.5110000215 184903.7759998679, 524983.5540003098 185088.1029996693, 524965.7270001025 185138.1950001428, 524956.1880000001 185165.0010002694, 525025.0690001723 185191.0659998791, 525101.476999926 185215.8520000308, 525194.9690001928 185222.8929998648, 525227.8470001108 185225.3669997138, 525290.2539998114 185230.8829997349, 525348.7289997347 185245.9890001496, 525459.386999718 185249.8329997608, 525574.7029999907 185296.3870003116, 525672.6520002064 185337.9409999124, 525767.8369997921 185302.2270001642, 525867.5000002943 185268.203000283, 526017.3930000803 185118.6960002117, 526023.8719998676 185112.2240002895, 526087.8879998202 185051.5069997697))",England,E02000175,5,7720,4809,0.623
170,E02000176,Camden 011,E09000007,Camden,E12000007,London,6373,6289,84,160.2,3261,1.9,"POLYGON ((527445.8920001902 184870.8939999462, 527404.7169999594 184813.3120001703, 527363.0339999769 184852.9680001738, 527314.584999987 184870.7270000884, 527286.4510001775 184817.4270001022, 527335.7060000916 184793.2540001483, 527317.8409998124 184750.5869998288, 527357.0749999881 184714.3999999932, 527361.8679998121 184698.4020000134, 527363.7929998031 184617.2070001235, 527292.5099999661 184635.8500000947, 527266.8730001559 184593.6250000437, 527292.9999999463 184511.0000001332, 527260.220999824 184503.6410000634, 527202.999999902 184490.9999998028, 527210.5760002102 184452.3699997637, 527172.4019998348 184432.450999848, 527006.4159999491 184400.3000001987, 527017.070999764 184341.245999813, 526870.8119999864 184306.152, 526861.2879999256 184357.346999875, 526909.077999889 184368.5719999907, 526896.0099998105 184416.9570002049, 526842.1110001585 184413.5000002052, 526818.8660000769 184451.7229999056, 526816.5969999095 184455.3550000356, 526771.0000001695 184414.0000001654, 526784.9240000722 184388.3660001568, 526658.2500000136 184336.5000000871, 526652.8750002013 184441.391000213, 526694.8220000397 184473.0500001746, 526763.1720001736 184530.7560000868, 526803.1249997746 184600.9220000454, 526803.3280001373 184701.8660001914, 526814.3990001769 184745.6210000627, 526850.3270001465 184811.8670001796, 526926.2490002121 184894.1920002102, 526892.2960001332 184932.9659998647, 526870.7499999182 184956.8589998985, 526901.6250001037 185000.5000000944, 526993.6439998547 185074.0380002228, 527003.0880000757 185082.2630000967, 527093.4949999781 185174.5069998778, 527183.8130001549 185267.781, 527236.4519999265 185210.4440002141, 527246.8339999997 185199.1359999761, 527290.7229999873 185151.3299999485, 527370.3459999486 185073.0679997616, 527427.2499998324 185022.2340002213, 527439.7549997885 185011.2459998232, 527537.5979997987 184933.5739998971, 527445.8920001902 184870.8939999462))",England,E02000176,5,5476,3792,0.692
171,E02000177,Camden 012,E09000007,Camden,E12000007,London,8948,8863,85,170.9,3865,2.3,"POLYGON ((527910.9999999132 185069.5570001218, 527914.5430000281 185022.7089999471, 527945.3219999991 185029.1239997545, 528032.6279999708 185047.3499998604, 528120.1690001551 185066.598999976, 528123.0479997704 185061.8770001694, 528161.2309998593 184984.7780001784, 528172.5589998021 184996.1060001212, 528205.3550001855 184974.8679998008, 528231.3439999194 185005.7989997929, 528279.175999796 184902.6180002081, 528309.680999763 184835.9770000867, 528389.0069999171 184841.3689998846, 528391.84300008 184801.7140001618, 528393.31500023 184776.831000113, 528431.0000002022 184777.0000002417, 528446.152000187 184725.0910000875, 528416.7399999745 184716.3469999873, 528447.0550000441 184721.9989999435, 528470.9220000062 184636.313999881, 528521.091999929 184647.0989999081, 528608.421000016 184682.3890000198, 528611.7729998023 184665.4700001123, 528628.4380000752 184581.3579998981, 528641.5289997637 184520.5110000854, 528666.0019999797 184417.9980001451, 528679.625 184384.5940001934, 528573.1789999653 184249.2239998781, 528462.9819998953 184291.1649999251, 528455.6820002537 184293.3180001663, 528198.1419998802 184388.2550001142, 528056.9180002124 184328.767000222, 528041.5960001836 184304.001999979, 528030.7640000108 184266.1770000009, 527985.1649997887 184269.7359997921, 527679.0629999874 184261.2980000807, 527671.5629997473 184368.5660001278, 527722.3130000633 184373.3119999649, 527673.6520002515 184461.1340000762, 527668.0609997705 184467.0960000822, 527647.1880000001 184489.3590002427, 527723.3519997491 184579.3729998704, 527816.7610001641 184691.7159997425, 527860.0370001009 184672.3049999372, 527872.9420000692 184700.8179999536, 527876.4149999231 184740.9519998549, 527810.9380002486 184788.8179999469, 527867.9060000355 184793.33400018, 527866.7360000971 184832.4500001642, 527831.0610000985 184830.2929997458, 527827.0170001211 184941.8709999362, 527834.7349999497 185057.6340000251, 527910.9999999132 185069.5570001218))",England,E02000177,5,7233,3074,0.425
172,E02000178,Camden 013,E09000007,Camden,E12000007,London,8857,8823,34,157.7,4280,2.1,"POLYGON ((524793.7090000345 185112.5529999433, 524801.4270003472 185059.0220002871, 524840.327999844 185098.31499985, 524859.9999999152 185039.9999999955, 524989.9869999877 184975.5960002428, 524926.1219998818 185050.5620000268, 524983.5540002345 185088.1029997002, 525035.5110003104 184903.7759998477, 525084.6100001324 184887.8630003219, 525119.7589997066 184933.1410002731, 525164.1300000504 184919.5349998804, 525214.1870000594 184907.0029999481, 525222.816000234 184848.2489997022, 525313.5309997699 184833.7919997116, 525263.1030001424 184747.1789999797, 525131.5960000166 184724.3549997825, 525144.0029999912 184681.7489999777, 525029.586000186 184647.1640000418, 524981.0920003012 184590.8079999214, 525044.2560000477 184584.9850002458, 525061.6699996619 184583.9950001549, 525066.1249997157 184547.3280002991, 525139.0629998173 184544.1089999969, 525120.16700008 184440.1660003098, 525164.2429999553 184405.8380002015, 525161.9999999193 184372.56200022, 525255.9219997046 184362.7579997329, 525304.8580003493 184352.6259996981, 525387.5630001831 184361.453000033, 525410.159999974 184400.3170001961, 525448.0400000726 184403.006999711, 525424.7499997205 184361.8120003093, 525405.3499998982 184224.2350002503, 525392.1880000372 184161.9530001197, 525434.8170000616 184104.1320000694, 525448.651000036 184061.9029999094, 525416.7270000797 184033.869999658, 525367.6129998364 184046.3379997825, 525327.8079996795 184149.2960002298, 525257.5289997854 184150.3269999089, 525271.0569998351 184123.5220003215, 525301.58999995 183946.2429997296, 525317.2920000874 183909.9470002029, 525281.9999997657 183882.999999754, 525273.2360000632 183919.3969998434, 525236.8529997985 183870.697, 525148.9589997616 183985.9659999996, 525102.1429996777 184043.8120000415, 525009.7460000864 184159.7970001112, 524956.0819999635 184226.2189999761, 524894.8860003462 184306.2800000235, 524818.7830001799 184407.944000227, 524779.5630001089 184465.8280001991, 524697.5180003359 184582.9160002646, 524661.6779999724 184631.0480002153, 524650.4999998371 184647.9059999893, 524635.7360000358 184670.1049996876, 524590.4669997689 184736.1509997936, 524571.7279998931 184762.6060002102, 524536.2560002009 184813.2880000075, 524521.6769999104 184834.4949998429, 524480.0699998809 184893.6420000409, 524450.1589998961 184934.5500001936, 524409.8960000934 184985.86700006, 524373.7139996468 185030.965999816, 524357.7539997959 185050.7030002917, 524346.8130003479 185064.2339999992, 524325.965999964 185087.7229996868, 524342.7809996674 185107.1689999484, 524370.458000011 185109.3559999749, 524430.6030000983 185054.7639997969, 524474.1939998536 185087.1909999523, 524489.4380003451 185066.7539997138, 524527.002000238 185085.7510000139, 524522.9150001447 185185.8760001988, 524462.4190002902 185243.4930000624, 524522.9999996895 185291.999, 524738.9999996972 185151.99999971, 524816.5970000394 185120.798999736, 524793.7090000345 185112.5529999433))",England,E02000178,5,7630,3744,0.491
173,E02000179,Camden 014,E09000007,Camden,E12000007,London,6329,6305,24,165.5,2870,2.2,"POLYGON ((527556.9380000399 184912.2189998455, 527651.2750002323 184812.5279998065, 527663.2450002481 184799.3990001294, 527676.8149999531 184786.9510000155, 527683.3949997998 184782.2230000237, 527816.7610000001 184691.7160001466, 527723.351999753 184579.3730002581, 527647.1879999682 184489.3589998291, 527668.0609999823 184467.095999915, 527673.6520001215 184461.1339998516, 527722.3130001207 184373.312000231, 527671.5629999742 184368.566000078, 527679.0630002174 184261.2979998904, 527542.9380001437 184205.578000199, 527540.3089998659 184210.8979997413, 527435.2680000159 184194.2659998019, 527265.0799999663 184165.5920002476, 527062.3039998177 184128.8730000134, 527009.0170002173 184120.7280000066, 526909.9760002481 184165.9849998458, 526873.6079997589 184229.0509999697, 526784.9240002612 184388.3660001552, 526770.9999999999 184414.0000001952, 526816.596999747 184455.3550001201, 526818.8659999378 184451.7230000096, 526842.110999758 184413.4999999001, 526896.0100001337 184416.9569997505, 526909.0780000486 184368.5720001317, 526861.2879997457 184357.3470002523, 526870.8119998155 184306.1520000419, 527017.0710001935 184341.2460001013, 527006.4160001903 184400.2999998486, 527172.4020002532 184432.4509999553, 527210.5760001852 184452.3699997911, 527202.9999997843 184491.0000001471, 527260.2210001084 184503.6410001594, 527293.0000000879 184510.9999999241, 527266.873000077 184593.6249997969, 527292.5099998824 184635.8500001934, 527363.7930001351 184617.2069997595, 527361.8679998879 184698.4019998969, 527357.0750000983 184714.3999999097, 527317.8410000845 184750.587000085, 527335.705999825 184793.2540002571, 527286.4510002575 184817.4270000226, 527314.5850002043 184870.7270000008, 527363.0339998733 184852.9680001639, 527404.7170001215 184813.3120000307, 527445.8920000029 184870.8940001893, 527537.5979998995 184933.5739999934, 527556.9380000399 184912.2189998455))",England,E02000179,5,5010,2726,0.544
