,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,geometry,Country,MSOA,Adult HE 2011 Quintile,Population,Graduates,Adult HE Rate
831,E02000863,Sutton 024,E09000029,Sutton,E12000007,London,6367,6283,84,9.7,2319,2.7,"POLYGON ((529841.0530003594 163237.8180003693, 529845.0079989625 163180.2020008567, 530048.9999993334 163196.0000009887, 530014.9999988709 162959.9999998509, 530069.4490005373 162926.6790011523, 530036.9019989754 162833.3279991502, 530095.0270002496 162832.224999149, 530192.479000691 162908.6479990694, 530222.1669994921 162901.333000697, 530248.8580004494 162988.3609994491, 530289.2399992853 163002.0500008374, 530362.5380004758 162993.0840010194, 530350.7559999564 162896.3449990541, 530293.7050002442 162855.4169999619, 530308.8369992895 162805.4360010367, 530377.7529995084 162818.5339989213, 530920.5170007019 162921.6260008211, 530969.4880008567 162930.5730010947, 531131.9269995708 162950.2629999809, 531212.0629999425 162522.0939998628, 531238.1880005051 162524.4099994522, 531245.75 162424.0470005877, 531218.5630003072 162415.1090009636, 531124.1250007635 162425.7030003063, 531106.374998864 162393.4219994112, 530670.9510007887 162355.9519995924, 530614.8450011585 162346.2019990452, 530551.4999989843 162308.1250003096, 530517.8129989267 162564.7189995446, 530446.0660008384 162590.5889989293, 530407.1250008199 162569.7810005253, 530393.1250002149 162484.8749988453, 530234.5000008895 162426.3120004113, 530256.3129997908 162371.5780008826, 530133.6880006788 162363.1090003944, 530158.3279997705 162235.1309988745, 530019.8519995725 162250.0180003344, 529902.6879989182 162237.953000792, 529896.7499989204 162285.7490004474, 529532.9389991802 162115.7509993231, 529496.8150004573 162073.053999143, 529327.8750007844 161957.7969993575, 529411.6879990093 161799.6870006609, 529352.8130007645 161758.5939998394, 529340.7500000615 161678.9690000688, 529275.323001092 161648.0220001867, 529259.1880003889 161640.2980007448, 529132.2499990214 161594.4690000247, 529271.4390000444 160980.4219992571, 529273.379999974 160954.9990000304, 529303.787000816 160836.7479994857, 529345.8209993429 160757.9439989388, 529397.4999994518 160698.6559995969, 529331.0739988522 160657.4539997825, 529248.1249995615 160609.9839988604, 529068.7290003266 160499.1060006129, 529036.2499992354 160477.4530004703, 529269.8750009626 160314.2500011656, 529333.3860007627 160267.8689989734, 529386.8169989059 160216.0000010726, 529383.0189996279 160173.374999042, 529344.0139991664 160001.4640005307, 529315.1880004599 159901.6250005957, 529189.9720004422 159818.5680005574, 529068.4789997705 159807.6239999664, 528961.0000009751 159745.3750006809, 528857.7499991561 159752.2190010779, 528811.1879998214 159823.9210006164, 528782.1710003801 159805.6969989592, 528593.8280008715 159701.0199995939, 528605.4380002004 159677.8919992241, 528552.2500008033 159658.0149996307, 528399.6880005795 159928.7660011445, 528264.7489996143 159843.6410008846, 528177.4090010513 159943.6530002555, 528008.1249989973 160144.9220011557, 528049.7500011524 160169.0159999913, 528036.3110003202 160206.9919997894, 527989.6250001274 160364.9529992163, 528035.5619992462 160440.8589996686, 528129.2499994705 160465.7200008772, 528094.8380008539 160554.2029997182, 528092.9670002343 160558.9850011096, 528070.1130005866 160617.7000005957, 527588.0040005638 160520.2490007485, 527593.374999573 160608.9999990957, 527383.6920003267 160576.3110000742, 527285.0630005464 160923.0320001344, 527257.2500000437 160923.0779992784, 527241.6879991965 160982.561999977, 526706.3749996657 161452.2500003422, 526548.125 161575.7660003367, 526723.3950000354 161786.1049994261, 526832.0999990962 161880.3000002238, 527018.0999994157 161959.5710010672, 527165.9000007354 162034.2999998317, 527352.5649991987 162297.3039999828, 527393.9999988643 162191.9999992136, 527470.9470000629 162218.3320006218, 527487.9729992998 162185.5649998859, 527745.0669996468 162341.5630004052, 527671.2089992777 162631.0670007787, 527816.2199994955 162738.2089990031, 527715.7220002839 162760.3879992633, 527692.4810008934 162878.9109993419, 527771.7660006593 162876.1679997329, 527919.7860011531 162947.6179998759, 528012.1790000473 162899.8759994199, 528059.0600010027 162905.9710010917, 528052.9110001315 162950.1159995506, 528091.3120011098 162956.1260000469, 528107.1059988653 162868.4149995031, 528138.0889989967 162869.1699994443, 528145.751999778 162912.8840002047, 528193.9960001855 162921.8360011003, 528181.6319991607 163044.2600005826, 528290.9469989206 163069.9399998265, 528321.7500001548 162651.4839994122, 528223.4469991077 162594.2520002088, 528228.2109992002 162531.8870001204, 528514.9759999923 162584.5980003262, 528650.9380004049 162609.3590008426, 528690.188999046 162376.0469995203, 528804.585999925 162390.1870010943, 529005.3130005968 162415.8120005448, 529019.6250010126 162463.6720006432, 528982.6880007727 162472.421998966, 529004.7499996359 162539.8439994134, 529094.2650009226 162599.4499997821, 529133.3750003494 162641.8910005391, 529117.1879992863 162729.5940010274, 529189.75000008 162744.1239994289, 529221.9379997441 162808.7969990514, 529250.1879991612 162799.3910008854, 529272.1219994872 162867.0330005068, 529250.3859993573 162873.6449992979, 529241.5619993478 162903.8750006763, 529294.8130009426 162917.1089995023, 529308.8750008023 163077.5539996814, 529352.9929996616 163097.2339996728, 529409.0310011699 163066.0980002441, 529393.0439991425 162902.423000021, 529294.4720003438 162595.2739990621, 529275.9099998703 162479.3579999999, 529319.1300007346 162477.5560004452, 529325.9239996112 162521.2810006946, 529399.6579991219 162542.1550007298, 529490.7740003337 162529.3940010674, 529484.9999991222 162577.000000582, 529518.9999995847 162588.9999990873, 529477.2030009367 162645.2289989817, 529551.717001149 162858.0569994451, 529682.6770009961 162902.5569997741, 529649.468000724 162955.814000236, 529679.5010001515 162991.4649997953, 529754.1279993843 163002.4260010912, 529761.7680005935 163067.0280008094, 529804.8269997562 163072.7389998232, 529788.5899995215 163196.4980009125, 529783.1000002758 163227.1000001683, 529841.0530003594 163237.8180003693))",England,E02000863,4,5135,1699,0.331
832,E02000864,Tower Hamlets 001,E09000030,Tower Hamlets,E12000007,London,8297,8296,1,65.8,3468,2.4,"POLYGON ((536719.1039999995 184532.1280002682, 536774.2499996333 184439.2339998356, 536894.6820000652 184483.6130001233, 536942.7699996693 184507.8689996708, 537011.2320004178 184557.6199999369, 537443.2500000256 184597.1709998302, 537643.9379998825 184573.3589997891, 537653.4280001234 184527.9149997226, 537655.159 184407.2309999332, 537642.2500002488 184353.7809999394, 537575.4999999907 184315.1410001245, 537560.6880002293 184224.0470002506, 537513.1579998011 184162.2209996233, 537482.5110001129 184104.1840000507, 537415.0000003119 184147.9989999007, 537371.0919997612 184136.5950002697, 537326.1920001168 184202.4459996206, 537295.0000002151 184177.0000004067, 537294.0000002772 184117.9999998773, 537163.000000025 184011.99999975, 537126.9999997446 184101.0000000941, 537055.9999999598 184043.0000003407, 537028.0000000211 183971.9999997178, 537124.9999998687 183883.0000002118, 537163.999999963 183806.9990001079, 537153.7240003693 183759.8800002081, 537061.9410001702 183714.1879999492, 537041.3139998771 183761.7190001686, 536968.0629998121 183747.8579996786, 537022.2799997726 183627.4399996765, 537048.362000318 183575.2760002616, 537061.8760003293 183549.9620003121, 537072.8559996312 183529.9499998676, 537094.5159996785 183488.5470002133, 537124.9999998687 183382.00000029, 537049.0000003941 183327.0000003505, 537032.9999997108 183315.000000257, 536993.3879999797 183279.3890000689, 537022.8549995902 183253.9289995871, 536990.8749999151 183225.645000266, 536849.3250002756 183319.4229997085, 536809.0000002008 183297.9999996357, 536837.0499997593 183238.6829999079, 536831.0850003683 183231.588000059, 536825.9999999841 183138.0000003449, 536783.8639999704 183107.0429999971, 536808.5839998779 183089.1480001479, 536746.6599995936 183023.837000378, 536712.4559998689 183080.5139997333, 536682.5219996864 183135.5729999281, 536596.2619997925 183301.475999819, 536588.4739996154 183318.4589997985, 536583.8489995881 183331.662000197, 536563.5820004123 183379.2870000704, 536524.1189997492 183462.9890000744, 536492.0309999904 183528.0189998358, 536450.5000002367 183613.9059996498, 536478.7149997137 183627.8630002143, 536447.5250002327 183698.8900002296, 536408.8719997793 183765.9129996519, 536225.563000209 183945.8909997799, 535979.0630000001 183952.1869996373, 536048.4209997677 184062.9329996762, 536180.36000012 184269.3270001899, 536203.6250003652 184306.5939999869, 536216.5629999294 184327.8590003561, 536174.249999988 184368.4529995922, 536310.2120003195 184506.8460003436, 536489.7079996543 184694.098999622, 536627.8130001822 184568.2500002243, 536719.1039999995 184532.1280002682))",England,E02000864,4,6560,2014,0.307
833,E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,E12000007,London,7051,6977,74,152.1,2763,2.5,"POLYGON ((535716.1609997978 183227.2009999947, 535676.3429997658 183202.9999999533, 535505.0140000671 183155.9049997463, 535261.3380001485 183094.5850001961, 535252.8989997641 183090.4039998585, 535205.9630001206 183067.1110002504, 535118.7880001431 183028.3329997603, 535093.6040000875 183015.7760000502, 535004.2219997634 182970.473000272, 534959.0250001776 182937.4859998861, 534950.0000001931 182965.0000001948, 534884.7940002335 182950.6599998077, 534935.7790000063 182901.573000106, 534884.3839998114 182801.4269997399, 534824.423000169 182795.3969999959, 534830.6519997397 182737.7740000193, 534726.1639999942 182730.7820002317, 534723.6210001173 182773.823000264, 534782.5929999108 182781.6659998575, 534715.0000001705 183004.9999997891, 534673.9999997477 182979.999999974, 534648.9999999325 183040.0000001903, 534639.7790000386 183083.7729998282, 534635.534 183212.06600009, 534689.0639997779 183210.4089997867, 534677.7859997993 183240.8399997378, 534671.0000000119 183255.9999998695, 534735.9999999714 183393.9999998172, 534756.198000081 183465.8839997938, 534734.6209998819 183474.2840001541, 534840.7349998693 183512.4269998294, 534911.4839999916 183556.1140000065, 535056.5630000768 183595.3569997683, 535149.1880000328 183572.6090001581, 535168.9380000352 183563.5530001122, 535388.522000022 183453.5549998437, 535507.0190001198 183394.5410001087, 535735.412 183250.6309998565, 535716.1609997978 183227.2009999947))",England,E02000865,5,5565,2016,0.362
834,E02000866,Tower Hamlets 003,E09000030,Tower Hamlets,E12000007,London,9662,9610,52,85.2,3829,2.5,"POLYGON ((536447.5249997608 183698.8899997324, 536478.7150000277 183627.8629998353, 536450.5000001648 183613.9059997889, 536492.0309999336 183528.0189997247, 536524.1190002441 183462.9889997376, 536563.5819997911 183379.2870000752, 536583.8489997021 183331.6619997135, 536588.474000378 183318.458999926, 536596.2620002985 183301.476000312, 536682.5219996194 183135.5729997749, 536712.4560000057 183080.5140000792, 536684.5839997487 183072.3060001781, 536580.6299995951 183044.2279999923, 536695.851999741 182837.9460003983, 536701.1950001213 182826.4660003849, 536675.8260002978 182780.6980002392, 536714.0689997077 182684.0379996965, 536754.0070000825 182689.3549996763, 536766.5739998065 182656.3680001177, 536771.2730000002 182645.1709995969, 536718.9129997015 182624.7250001729, 536431.9889997251 182510.0310000491, 536421.4659998531 182505.6009999437, 536272.9340000398 182417.297999975, 536079.5790000375 182719.1420002316, 536064.6470003835 182753.1429999985, 535984.8819997214 182920.9409997148, 535898.4430000765 183091.5710000657, 535771.2679999311 183224.8889999365, 535735.4119999791 183250.6309998279, 535507.0189996472 183394.5409998226, 535388.5220001538 183453.5549996071, 535168.9380000584 183563.5530003945, 535149.188 183572.6090003802, 535164.562999989 183665.4840002085, 535229.4440001143 183734.4190003252, 535324.2499996761 183751.2969999439, 535419.4400002863 183701.9740001932, 535557.8130001568 183650.3750002613, 535699.8139999456 183689.5639996432, 535795.5419999209 183770.2780003235, 535886.495000154 183841.0360001325, 535979.06300012 183952.187000025, 536225.5630003463 183945.891000376, 536408.8719997131 183765.9129995971, 536447.5249997608 183698.8899997324))",England,E02000866,5,7942,3668,0.462
835,E02000867,Tower Hamlets 004,E09000030,Tower Hamlets,E12000007,London,9761,9761,0,120.6,4307,2.3,"POLYGON ((537326.1920003613 184202.446, 537371.092000209 184136.5950000513, 537415.000000309 184147.9989996254, 537482.5110001245 184104.1839999884, 537450.8129999777 184006.6410000735, 537335.3129997468 183896.8119997348, 537349.8129998398 183805.4670002595, 537447.8130000122 183703.5780000996, 537519.4040003725 183522.1470003673, 537565.5630002173 183465.2029998522, 537556.6250001101 183366.1569998642, 537608.4999996442 183265.6249997956, 537883.710000211 183083.7769999715, 537876.4520000535 183080.5480003813, 537838.6850002349 183057.8940001577, 537831.5210003109 183053.5889998489, 537749.7709996924 182993.5849998984, 537723.7510001677 182970.8340001296, 537694.6259998534 182952.4019997931, 537597.5170000227 182907.1040001659, 537512.2820001553 182884.7119997814, 537481.8350002838 182879.1359998932, 537375.9999999782 182857.7509997079, 537261.2229997048 182824.9899997529, 537166.78099994 182790.6169998185, 537066.0529996827 182754.2049997716, 537052.175000141 182748.9549998319, 536971.8270001896 182718.5810003405, 536898.3089997132 182690.7879996246, 536842.3699998562 182670.5819998836, 536832.4220002383 182667.0259997957, 536771.2729998286 182645.171, 536766.5740003799 182656.3680003521, 536754.0069998048 182689.3549998414, 536714.0689997941 182684.0379997021, 536675.8260001844 182780.6979997757, 536701.1950003613 182826.465999792, 536695.8519999586 182837.9459998367, 536580.6299997888 183044.2280002481, 536684.5840003247 183072.3060001977, 536712.4560000441 183080.5139996176, 536746.6599998237 183023.8370001304, 536808.5839999389 183089.1480001787, 536783.8640003474 183107.0429999265, 536825.9999998055 183138.0000003528, 536831.0850002298 183231.5879998512, 536837.0499996266 183238.6830000344, 536809.0000002602 183298.0000003323, 536849.3250002384 183319.4230003635, 536990.8750001183 183225.6450000782, 537022.8550001871 183253.929000258, 536993.3879997021 183279.3889997995, 537032.9999997643 183314.9999998775, 537048.99999984 183326.9999997397, 537125.0000000056 183382.0000001463, 537094.5160000586 183488.5469998187, 537072.8559999025 183529.9500000565, 537061.8760003712 183549.9619999285, 537048.3619998454 183575.2760002669, 537022.2799997524 183627.4399996741, 536968.0630003304 183747.8579997157, 537041.3139997788 183761.7190000435, 537061.9410002511 183714.187999656, 537153.7239996715 183759.8799999805, 537164.0000003363 183806.9989999076, 537125.0000000056 183882.9999998436, 537028.0000000813 183972.0000001193, 537056.0000000192 184042.9999998231, 537126.999999723 184101.0000001953, 537163.0000000882 184011.9999999196, 537293.9999998817 184117.9999997405, 537295.0000001297 184177.0000003607, 537326.1920003613 184202.446))",England,E02000867,5,8145,3997,0.491
836,E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,E12000007,London,6632,6416,216,184.6,2618,2.5,"POLYGON ((534622.4379999547 183496.1870001917, 534696.9230000909 183472.5159999589, 534734.6210000921 183474.2840000949, 534756.1979998318 183465.884000214, 534736.0000001729 183394.0000000442, 534671.0000000583 183255.999999832, 534677.7860001334 183240.8400000566, 534689.0639998417 183210.4089999293, 534635.5339999127 183212.0659999948, 534639.7789998542 183083.7729999449, 534649.0000001051 183039.9999997858, 534673.9999997988 182979.9999999136, 534714.9999999646 183005.0000001134, 534782.5930000679 182781.6660000005, 534723.6209998624 182773.8230002128, 534726.1640002434 182730.782000039, 534830.6520001809 182737.7739997933, 534824.4230001989 182795.3970000874, 534884.3839998002 182801.4270002441, 534935.7790002361 182901.5729998774, 534884.7939999233 182950.6600001634, 534950.0000002233 182965.0000001986, 534959.0250000079 182937.4860001697, 534993.7500000668 182750.7500000855, 534969.9769998651 182744.9460000584, 534732.0610001381 182690.5850000403, 534629.2500002105 182669.4810001217, 534617.8210000371 182667.1500001623, 534608.0069997933 182665.1490000428, 534356.0990000737 182612.432, 534341.8479999171 182677.1210000953, 534327.8479999469 182737.0299998414, 534324.1800000428 182824.058999955, 534323.5249999695 182828.7110001546, 534285.7359998422 183002.1109999371, 534252.5459999357 183123.7289999823, 534225.6129999331 183140.6460000508, 534240.3039998763 183191.5640001706, 534266.9419998149 183271.2990001058, 534301.0409998463 183364.0730000312, 534312.921000155 183329.5330000896, 534338.9500001455 183334.2130002112, 534443.8239997667 183355.9659999667, 534501.5149998714 183374.8659999518, 534467.7599998938 183462.6459998712, 534464.568000182 183476.7109997868, 534479.4390001299 183624.703, 534622.4379999547 183496.1870001917))",England,E02000868,5,5579,2459,0.441
837,E02000869,Tower Hamlets 006,E09000030,Tower Hamlets,E12000007,London,5705,5679,26,177.0,2485,2.3,"POLYGON ((534285.7360001063 183002.1110001702, 534323.5249999935 182828.7110000802, 534324.1800000002 182824.0590001509, 534299.9999998179 182816.00000004, 534282.0000002082 182863.9999998454, 534163.9999999464 182836.0000001704, 534178.9999998327 182774.0000001046, 534144.4529999413 182831.3460002004, 534101.9999998806 182824.0000000076, 534115.0000000922 182765.0000000882, 534066.6450000411 182759.1640001721, 534025.5069998838 182755.0510000035, 534022.9960001723 182795.0390000201, 533895.9999999757 182795.9999999097, 533856.5099999427 182767.0930001751, 533905.9099999011 182749.6829998836, 533901.9999998455 182652.0000000705, 533917.990999809 182632.0109999525, 533948.0849998028 182583.3340001158, 534039.0000001888 182531.0000000853, 534016.6949998868 182485.7529998408, 533954.3460001203 182491.0809999926, 533821.1489999812 182409.110000175, 533798.9999998931 182403.0000001813, 533788.000000202 182441.9999999703, 533740.3490000973 182623.5439999977, 533685.6030000438 182599.7329999232, 533694.950999952 182575.3909998279, 533723.2490001931 182588.7800001312, 533739.0770000116 182455.6919998842, 533728.5010000671 182493.4119998475, 533714.4139999395 182466.9060001237, 533667.6349998164 182472.0209999589, 533652.9999999563 182516.9999998249, 533625.5780002013 182491.6969998399, 533597.9799998252 182516.9610000886, 533531.5260000529 182471.4679999132, 533528.6160000461 182504.0110000485, 533543.6620000227 182668.1480000569, 533533.0759998747 182670.9949998389, 533478.318 182683.6230000933, 533523.6949999294 182731.4820002014, 533530.9999999224 182740.0000001367, 533582.061999867 182805.7960000529, 533636.5810001648 182931.4839998541, 533696.7160001312 183017.3470002068, 533843.8220001592 183093.252999889, 533879.024999866 183100.6749999366, 534156.814000049 183129.1359998997, 534225.6129999612 183140.6459998187, 534252.5460001272 183123.7290000435, 534285.7360001063 183002.1110001702))",England,E02000869,5,4732,2043,0.432
838,E02000870,Tower Hamlets 007,E09000030,Tower Hamlets,E12000007,London,6477,6430,47,164.0,2560,2.5,"POLYGON ((535611.00000009 183110.9999999921, 535557.2949998955 183036.9020000203, 535508.7589999327 183051.0250000112, 535521.0719997953 182984.8559999578, 535544.9130001974 182930.4119998484, 535589.1340000515 182874.5639997956, 535612.7340000222 182889.3019997875, 535592.0000002403 182951.000000167, 535626.0599997962 182933.0219999348, 535688.5240001731 182980.2630001974, 535716.7219999549 183001.674999851, 535820.070000114 182876.8020001401, 535821.4730001437 182870.9700001897, 535827.9099999932 182842.2969999054, 535840.6879997741 182771.1299998206, 535813.9540000652 182714.8389998807, 535817.5660000474 182700.7690001407, 535748.5639998523 182680.3469999714, 535638.306000133 182647.7239999238, 535637.1810002371 182617.367000217, 535666.9679999196 182627.1049998678, 535775.9549997975 182445.5890001969, 535757.9999999925 182424.9999999645, 535806.9999999602 182360.999999938, 535782.439999847 182341.1069999537, 535611.118999953 182252.7819997987, 535593.3849998937 182277.4060001786, 535580.3629999397 182238.763, 535548.8880002154 182291.9339999584, 535541.1039998465 182305.2100001871, 535449.1249999562 182467.3790000392, 535432.9299997699 182489.9249997768, 535318.0910002199 182710.4009997718, 535312.004000081 182728.0009998153, 535293.8419998053 182778.5410000518, 535287.7820002309 182795.2570001487, 535135.3940001787 182758.6889999068, 534999.9889998593 182726.263000228, 534993.7499998102 182750.7499998864, 534959.0250002259 182937.4860002123, 535004.2219998072 182970.4730002095, 535093.6039999364 183015.7759998105, 535118.7880002387 183028.332999846, 535205.9629997609 183067.1109999542, 535252.8989998074 183090.4039998812, 535261.3380001029 183094.5849999741, 535505.0139998484 183155.9050001648, 535676.3430000166 183203, 535611.00000009 183110.9999999921))",England,E02000870,5,5188,1967,0.379
839,E02000871,Tower Hamlets 008,E09000030,Tower Hamlets,E12000007,London,8591,8591,0,128.4,3107,2.8,"POLYGON ((538221.8750001141 182262.7340000311, 538036.6050001113 182059.7410000285, 537922.6929997233 181983.6179999319, 537898.6329999398 181965.788, 537785.281000242 182082.8480002745, 537736.4859997237 182214.0809997676, 537724.7600000468 182184.3350001643, 537595.815000259 182243.4589998756, 537544.2389998671 182154.4609997644, 537536.0000000554 182125.9999999479, 537461.6080002154 182109.6709997495, 537500.590999902 182219.4550001613, 537543.4280000257 182234.9569998596, 537510.8179999276 182311.9370000141, 537554.262999922 182318.001999782, 537492.0499999577 182483.3629998064, 537535.5849997436 182498.4980000507, 537467.7290000523 182668.097000107, 537375.9999998896 182857.7510000023, 537481.834999867 182879.1359998033, 537512.2819998151 182884.7120001265, 537597.5169998808 182907.1040000104, 537694.6260001252 182952.4020002521, 537723.7509998815 182970.8339998079, 537749.7709998443 182993.5849999347, 537831.5210001272 183053.5890000916, 537838.684999852 183057.8940000863, 537876.4519997969 183080.5480001335, 537883.7100000367 183083.777, 538097.5929999636 183015.6539999397, 538121.4379998413 182941.1869998076, 538236.9999999468 182843.7500000375, 538327.9379999732 182673.6559997305, 538329.3130001104 182665.126000239, 538315.0000001604 182602.7500002734, 538287.8329999421 182468.587999846, 538285.3699997418 182438.0000002432, 538284.3129998368 182416.4219997653, 538221.8750001141 182262.7340000311))",England,E02000871,4,6357,1830,0.288
840,E02000872,Tower Hamlets 009,E09000030,Tower Hamlets,E12000007,London,7501,7480,21,164.3,3088,2.4,"POLYGON ((534282.0000001841 182864.0000000238, 534300.0000001164 182816.0000000575, 534324.1799999231 182824.0589998146, 534327.8479998868 182737.0299997997, 534341.8479997854 182677.1210000054, 534356.0989998005 182612.4319998432, 534362.4939999584 182581.2959999562, 534382.3329998129 182489.4730000048, 534410.675 182318.3379998452, 534402.612000115 182257.251000173, 534387.7590001847 182121.6329998134, 534393.123999924 182066.7659999762, 534226.479000087 182072.5369999548, 534154.7710000271 182078.4719999044, 534061.9160000327 182086.1570000062, 533895.2909999563 182102.4440000908, 533877.9510000361 182104.3820001026, 533710.2769998125 182113.7810000842, 533567.1880000423 182113.3909999171, 533594.1419997882 182244.7079998457, 533577.4810000483 182354.7660002134, 533543.3129998817 182350.4210001333, 533540.2250000085 182382.0209999169, 533538.995999818 182394.5840000048, 533531.5259999998 182471.4679999124, 533597.979999915 182516.9610001282, 533625.5780000404 182491.6969999339, 533652.9999998109 182517.000000057, 533667.6349998012 182472.0210000185, 533714.4139998328 182466.9059999242, 533728.5009998769 182493.4119998457, 533739.0770001438 182455.6919999091, 533723.248999796 182588.7799997825, 533694.9510001371 182575.3910000871, 533685.6030000286 182599.7329998008, 533740.3489999515 182623.5440001121, 533788.0000001831 182442.0000001921, 533798.9999999464 182403.000000192, 533821.1489998435 182409.110000025, 533954.3460001264 182491.0810000105, 534016.6950001656 182485.753000136, 534039.0000002173 182530.9999999556, 533948.0849998591 182583.3340000897, 533917.9909998955 182632.0110001724, 533902.0000000481 182651.9999999896, 533905.9099998404 182749.683000129, 533856.5099999283 182767.0930000905, 533896.0000002171 182795.9999998884, 534022.9959999542 182795.0389999186, 534025.5069998326 182755.0509999643, 534066.6450000879 182759.1640000961, 534114.9999999808 182764.999999956, 534101.9999999808 182824.0000001252, 534144.4530001006 182831.345999933, 534179.0000000824 182773.9999999222, 534163.9999998456 182835.9999997871, 534282.0000001841 182864.0000000238))",England,E02000872,5,6184,2746,0.444
841,E02000873,Tower Hamlets 010,E09000030,Tower Hamlets,E12000007,London,8713,7467,1246,172.6,2792,2.7,"POLYGON ((535898.4430002541 183091.5710002743, 535984.8820000999 182920.9409999158, 536064.6469998606 182753.1430001984, 536079.5789998836 182719.1419999124, 536272.9340002119 182417.297999986, 536314.9629996942 182272.3539998677, 536320.768999709 182165.9710002216, 536324.6879997761 182110.2660001544, 536185.9709999562 182085.8500002318, 536064.3450002456 182043.718999806, 535993.1909998612 182017.8549997754, 535915.1050001329 181989.7459999056, 535800.1660002588 181953.833, 535737.9790001281 182039.9980000448, 535670.1080001448 182146.1609998554, 535646.4380001301 182137.2670002514, 535580.3629998886 182238.7629997762, 535593.3849999545 182277.4060000278, 535611.1189998452 182252.7820001901, 535782.4400003148 182341.1070001523, 535806.9999999293 182361.0000001293, 535757.9999999033 182424.9999997267, 535775.9550001093 182445.5890002679, 535666.9680002527 182627.104999967, 535637.1810001817 182617.3670001335, 535638.3059996794 182647.7239999847, 535748.5639996849 182680.347000022, 535817.5660000986 182700.7690002135, 535813.9540000997 182714.8389998023, 535840.6879998629 182771.1300001917, 535827.9100001215 182842.2969996793, 535821.4730002454 182870.9699996933, 535820.0699996764 182876.8019998596, 535716.7220001335 183001.6750002106, 535688.5239997202 182980.2629997866, 535626.0600002947 182933.0219999102, 535592.0000002385 182951.0000001254, 535612.7340003029 182889.3019998266, 535589.1340001475 182874.564000136, 535544.9130003117 182930.4120000638, 535521.071999974 182984.8560002398, 535508.7590002238 183051.0250001812, 535557.2950000898 183036.9019998098, 535610.9999998251 183111.0000000914, 535676.3429997417 183202.9999997962, 535716.1610001315 183227.200999688, 535735.4120001583 183250.631, 535771.2679999562 183224.8890001317, 535898.4430002541 183091.5710002743))",England,E02000873,4,7132,2248,0.315
842,E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,E12000007,London,7129,6879,250,207.9,2494,2.8,"POLYGON ((535312.0039999709 182728.0010001628, 535318.0909999245 182710.4010002028, 535432.9299998736 182489.9250000193, 535449.1250000268 182467.3790001203, 535541.1039999725 182305.2099999337, 535548.8880000424 182291.9339999757, 535580.362999907 182238.763000113, 535646.4380000001 182137.2670001527, 535504.3690000647 182087.8770000284, 535452.802000161 182069.1220000203, 535437.4970000683 182195.5230000924, 535379.8120000084 182186.5599997885, 535376.2240001505 182229.2039999984, 535311.3349998576 182192.792000152, 535279.1499999752 182231.2359998185, 535196.2649998087 182170.8470001399, 535150.9049998872 182202.9770000843, 535177.7409999004 182230.475999939, 535081.0880000199 182225.2499997836, 535114.0000000893 182183.9999999336, 535047.2570000784 182164.5029999602, 535023.9599998065 182204.0560001444, 535025.3249999043 182210.9750000848, 534973.5389999938 182226.4749999984, 534814.9319999893 182218.8900000806, 534924.9999999658 182276.9999998657, 534924.9999999658 182413.000000212, 534790.0000000063 182373.9999999934, 534780.6080000964 182418.9819999156, 534745.361 182526.0000002215, 534799.6700001921 182549.43399979, 534790.7719999787 182594.494000091, 534824.9800001746 182601.335999848, 534830.4639998504 182627.6789999097, 534888.8940000116 182640.4669999924, 534887.9209999465 182704.8559998667, 534927.2879998165 182686.9460001337, 534969.9769998117 182744.9460000429, 534993.7499998659 182750.7500000948, 534999.9889997955 182726.263000142, 535135.3940000761 182758.688999826, 535287.7820000056 182795.2569999797, 535293.8420000881 182778.5409998084, 535312.0039999709 182728.0010001628))",England,E02000874,4,5523,1692,0.306
