,MSOA11CD,cluster_1_degree,restaurant,edu_rate,population,income,workplace,employee,PTAI,rail_sta,under_sta,supermarket,bus_stop,area,rest_degree,pop_degree,income_degree,workplace_degree,employee_degree,rail_degree,under_degree,market_degree,bus_degree
92,E02000095,0.0,6.0,0.325,9793,50900,595.0,3000.0,3.536713074,0.0,0.0,2.0,23.0,154.87,0.03874217085297346,63.233679860528184,328.66274940272484,3.841931942919868,19.37108542648673,0.0,0.0,0.012914056950991154,0.14851165493639826
93,E02000096,0.0,5.0,0.436,7436,60700,555.0,2000.0,9.729369208,1.0,1.0,1.0,13.0,163.55,0.030571690614490978,45.46621828187099,371.1403240599205,3.3934576582084985,12.228676245796391,0.0061143381228981955,0.0061143381228981955,0.0061143381228981955,0.07948639559767655
94,E02000097,0.0,1.0,0.271,9002,50000,475.0,1500.0,5.20353727,0.0,0.0,1.0,10.0,187.13,0.005343878587078502,48.10559504088067,267.19392935392506,2.538342328862288,8.015817880617753,0.0,0.0,0.005343878587078502,0.053438785870785016
95,E02000098,0.0,1.0,0.362,8128,47800,370.0,1750.0,15.54994519,0.0,0.0,0.0,18.0,183.86,0.0054389209180898505,44.207549222234306,259.98041988469487,2.012400739693245,9.51811160665724,0.0,0.0,0.0,0.09790057652561732
96,E02000099,0.0,3.0,0.358,8805,57200,810.0,3500.0,15.96746096,0.0,0.0,2.0,14.0,128.73,0.023304591004427874,68.39897459799582,444.3408684844248,6.292239571195526,27.188689505165854,0.0,0.0,0.015536394002951917,0.10875475802066341
97,E02000100,0.0,3.0,0.427,8845,61900,455.0,10000.0,4.968332356,1.0,1.0,2.0,18.0,207.85,0.014433485686793361,42.55472696656243,297.81092133750303,2.189078662496993,48.11161895597787,0.004811161895597787,0.004811161895597787,0.009622323791195575,0.08660091412076017
98,E02000101,0.0,2.0,0.323,9463,47200,350.0,2000.0,11.02814444,0.0,0.0,3.0,18.0,140.38,0.014247043738424277,67.40988744835447,336.230232226813,2.4932326542242484,14.247043738424278,0.0,0.0,0.021370565607636414,0.1282233936458185
99,E02000102,1.0,0.0,0.213,7597,43400,225.0,1250.0,4.228830116,0.0,0.0,0.0,8.0,135.93,0.0,55.88906054586919,319.2819833737953,1.655263738689031,9.195909659383506,0.0,0.0,0.0,0.058853821820054435
100,E02000103,3.0,3.0,0.271,9279,45900,900.0,6000.0,10.05890649,0.0,0.0,1.0,30.0,177.2,0.016930022573363433,52.364559819413095,259.0293453724605,5.07900677200903,33.86004514672686,0.0,0.0,0.0056433408577878106,0.16930022573363432
101,E02000104,0.0,1.0,0.349,7140,50800,325.0,1500.0,11.46778708,0.0,0.0,0.0,19.0,110.78,0.009026900162484202,64.4520671601372,458.5665282541975,2.9337425528073657,13.540350243726305,0.0,0.0,0.0,0.17151110308719986
102,E02000105,0.0,5.0,0.347,9754,50600,445.0,1750.0,3.258962416,1.0,1.0,2.0,19.0,137.0,0.0364963503649635,71.1970802919708,369.3430656934307,3.2481751824817517,12.773722627737227,0.0072992700729927005,0.0072992700729927005,0.014598540145985401,0.1386861313868613
103,E02000106,0.0,2.0,0.256,10605,46400,470.0,3000.0,8.953943801,0.0,0.0,3.0,27.0,134.11,0.014913131011855938,79.0768771903661,345.98463947505775,3.5045857877861453,22.369696517783908,0.0,0.0,0.022369696517783907,0.20132726866005515
