,rest_degree,edu_rate,pop_degree,workplace_degree,PTAI,under_degree,market_degree
156,0.4324683965402528,0.629,167.61477045908185,10.063206919494345,15.23408457,0.0,0.016633399866932803
157,0.10902747492368077,0.315,203.16179677278674,6.759703445268208,11.60573862,0.0,0.04361098996947231
158,0.8688456764584195,0.627,152.13074058750516,20.47993380223417,6.03587827,0.0,0.11032960970900564
159,0.6084525571452064,0.505,165.82798881762866,17.102450254892286,23.17131913,0.0,0.0493339911198816
160,0.6561962134251291,0.502,173.74139414802067,49.214716006884686,6.162322209,0.010757314974182445,0.07530120481927711
161,0.5291005291005292,0.397,166.54761904761907,87.23544973544975,5.488012279,0.013227513227513229,0.10582010582010583
162,0.3290917068889864,0.624,92.0469504168495,13.87670030715226,5.55177447,0.0,0.010969723562966214
163,0.3254211332312404,0.623,145.99923430321593,16.653905053598773,6.66708623,0.0,0.01914241960183767
164,0.3880266075388027,0.515,194.1518847006652,11.363636363636363,11.29715061,0.0,0.05543237250554324
165,0.2009646302250804,0.389,143.02652733118973,13.364147909967846,7.099615925,0.0,0.02009646302250804
166,0.0024065071954565143,0.464,20.74649853203061,1.0829282379554315,11.33602101,0.0,0.0
167,0.06534727408513816,0.546,128.5941000746826,6.394697535474235,3.704302298,0.0,0.018670649738610903
168,0.06496519721577726,0.387,112.5754060324826,4.825986078886311,3.782202817,0.0,0.009280742459396751
169,0.19907925842976235,0.504,131.8402388951101,10.389448799303223,1.709193162,0.0,0.03732736095558044
170,0.1700457815565729,0.516,167.22040549378679,11.772400261608894,11.94048092,0.013080444735120994,0.07848266841072596
171,0.09004141905276428,0.352,150.02701242571584,7.203313524221142,7.346477374,0.0,0.07203313524221142
172,0.8539188777066179,0.307,145.76090271424215,11.055199756023178,6.008177051,0.015248551387618176,0.060994205550472705
173,0.03756926833849911,0.516,86.60655583732508,4.273504273504273,3.528036016,0.009392317084624777,0.02817695125387433
174,0.11359333585762968,0.655,167.77735706171904,9.655433547898523,15.24704408,0.0,0.01893222264293828
175,0.20589166930630345,0.464,142.23946784922396,7.839721254355401,6.181322982,0.0,0.04751346214760849
176,0.09741313995021106,0.692,86.79510769563805,4.6000649420933,15.06121236,0.0,0.043294728866760473
177,0.08757845569989782,0.425,154.67814917530288,4.670850970661217,11.03473342,0.0,0.04378922784994891
178,0.012221950623319483,0.587,117.99071131752629,5.010999755560988,2.284140064,0.0,0.0
179,0.01844848261230514,0.486,88.37745595424776,3.4590904898072137,0.74436248,0.00922424130615257,0.00922424130615257
180,0.04280821917808219,0.479,135.25970319634703,5.4937214611872145,12.85555842,0.0,0.05707762557077626
181,0.0,0.459,96.88225538971807,3.5931453841901604,7.388073786,0.0,0.03316749585406302
182,0.010549636037556704,0.477,108.24981538136933,6.224285262158455,6.696985325,0.010549636037556704,0.042198544150226815
183,0.0,0.414,93.52703960293663,2.9469548133595285,3.516955164,0.0,0.010340192327577293
184,0.0,0.446,129.9217920247176,5.793183354253163,10.37701445,0.019310611180843876,0.028965916771265813
185,0.0,0.292,113.19656627382511,2.9099374363451185,2.923259183,0.0,0.014549687181725592
186,0.010220768601798855,0.36,95.36999182338512,3.679476696647588,16.02452769,0.0,0.010220768601798855
187,0.14148273910582906,0.402,104.17374080362195,5.022637238256932,5.60501705,0.0070741369552914535,0.04951895868704018
188,0.019829466587348802,0.446,74.08288717033511,3.371009319849296,12.29602876,0.019829466587348802,0.009914733293674401
189,0.05713197486193106,0.342,71.75776042658542,3.475528470767473,0.25053011,0.009521995810321844,0.0
190,0.01033912324234905,0.362,87.57237386269644,2.894954507857734,5.696575604,0.01033912324234905,0.01033912324234905
191,0.0514734268433921,0.369,106.92317591043624,4.82563376656801,7.080815889,0.0,0.02573671342169605
192,0.05130573085013596,0.604,43.19942537581448,3.5400954286593813,3.868119164,0.005130573085013596,0.020522292340054385
193,0.10502195913691045,0.49,91.33091464578958,5.2510979568455225,8.107966587,0.0,0.06683215581439755
194,0.1292156609381057,0.582,117.27613386742473,7.882155317224448,4.564730335,0.0,0.02584313218762114
195,0.01239925604463732,0.315,105.10849349039057,3.6577805331680096,11.41020334,0.0,0.01239925604463732
196,0.05398839249561344,0.341,109.36698609798893,6.613578080712647,12.50555783,0.01349709812390336,0.02699419624780672
197,0.13812154696132597,0.641,77.75379834254143,9.19371546961326,3.822274442,0.0,0.02589779005524862
198,0.0,0.25,55.387281011358525,1.2513636655329525,4.363944545,0.0,0.0
199,0.02712048274459285,0.498,53.623974506746215,2.9832531019052135,2.087919914,0.006780120686148213,0.006780120686148213
