,id,category,longitude,latitude,general_category,geometry,index_right,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ
2598,7YYK5-_Wiv5fQ0j6QVQV7g,chinese,-0.1346362,51.6162262,Chinese,POINT (529245.6717056504 192469.9382673347),300.0,E02000308,Enfield 032,E09000010,Enfield,E12000007,London,7736.0,7661.0,75.0,67.4,2908.0,2.6
2599,2HmZviXqga3jYGCrQ4pU5g,chinese,-0.1100973,51.6181765,Chinese,POINT (530938.880828341 192730.4700248456),297.0,E02000305,Enfield 029,E09000010,Enfield,E12000007,London,8633.0,8473.0,160.0,89.8,3481.0,2.4
2600,G5cDXvh5GL6mY-KDeCkaNw,chinese,-0.085568,51.616742,Chinese,POINT (532641.1352079811 192615.1481808617),299.0,E02000307,Enfield 031,E09000010,Enfield,E12000007,London,9873.0,9873.0,0.0,89.3,3368.0,2.9
2605,ONDy8IOAYymwT3G_NOcwdw,indpak,-0.0642764568328857,51.614419170037,Indian,POINT (534121.9564725094 192395.6691861106),301.0,E02000309,Enfield 033,E09000010,Enfield,E12000007,London,10489.0,10412.0,77.0,64.4,3785.0,2.8
2606,bZ0Id5AnyoliQ4HRf8IkSw,indpak,-0.1029074,51.6346981,Indian,POINT (531388.9096172741 194580.6529253792),290.0,E02000298,Enfield 022,E09000010,Enfield,E12000007,London,7976.0,7909.0,67.0,39.9,3075.0,2.6
2607,xUPvEFqFfCwbXQ1s82XTgg,indpak,-0.1137708,51.6194548,Indian,POINT (530680.907876795 192866.0530600472),303.0,E02000312,Enfield 036,E09000010,Enfield,E12000007,London,10473.0,10404.0,69.0,79.9,4262.0,2.4
2608,9ygXLePEhA-efs-OTsSjeQ,indpak,-0.0870264,51.6614418,Indian,POINT (532410.0068923919 197583.3484004681),276.0,E02000284,Enfield 008,E09000010,Enfield,E12000007,London,8200.0,8152.0,48.0,63.9,3497.0,2.3
2611,DTA1ySeM6uzx33qMnhqRNQ,indpak,-0.1308964,51.6333432,Indian,POINT (529455.8858314311 194380.0575327022),288.0,E02000296,Enfield 020,E09000010,Enfield,E12000007,London,9535.0,9406.0,129.0,52.9,3941.0,2.4
2616,1HQdusnmldnpU_UN_OEnkw,indpak,-0.0169432,51.619693,Indian,POINT (537382.9977300081 193070.0019926315),866.0,E02000899,Waltham Forest 005,E09000031,Waltham Forest,E12000007,London,7920.0,7866.0,54.0,65.8,3090.0,2.5
2617,ypGCH7pze_rEhQSsX6M0aA,indpak,-0.096444,51.641962,Indian,POINT (531815.1370317134 195400.0703647758),285.0,E02000293,Enfield 017,E09000010,Enfield,E12000007,London,6307.0,6274.0,33.0,29.2,2470.0,2.5
