,id,category,longitude,latitude,general_category,geometry,index_right,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ
36,sVgHnWE1F12boKwg7A7WfA,italian,-0.0797002427277138,51.5081131953188,Italian,POINT (533364.5490745843 180545.8859841393),0.0,E02000001,City of London 001,E09000001,City of London,E12000007,London,7375.0,7187.0,188.0,25.5,4385.0,1.6
37,SNo91KX36MsEZzCDJQhSiQ,italian,-0.0975441,51.5216934,Italian,POINT (532087.0366441557 182023.708159547),554.0,E02000575,Islington 022,E09000019,Islington,E12000007,London,11889.0,10418.0,1471.0,127.9,5583.0,1.9
38,Z6eBV4qafj9fgLCpW5Xyow,italian,-0.0870919,51.5220629,Italian,POINT (532811.0647338282 182083.7017551776),555.0,E02000576,Islington 023,E09000019,Islington,E12000007,London,9388.0,8787.0,601.0,124.2,4322.0,2.0
39,EVbH0kGAmkCh3y33Jnv4lg,italian,-0.0939856,51.5130502,Italian,POINT (532358.9358118513 181068.9818421384),0.0,E02000001,City of London 001,E09000001,City of London,E12000007,London,7375.0,7187.0,188.0,25.5,4385.0,1.6
40,VvJ1JyaXDs4QaDoAaghrqg,italian,-0.082593,51.512119,Italian,POINT (533152.1390542965 180986.079604166),0.0,E02000001,City of London 001,E09000001,City of London,E12000007,London,7375.0,7187.0,188.0,25.5,4385.0,1.6
41,iq-NG15bzvziDnBTsqs4jQ,italian,-0.0949535,51.5079501,Italian,POINT (532306.5400491996 180500.0867134242),778.0,E02000808,Southwark 002,E09000028,Southwark,E12000007,London,9102.0,8312.0,790.0,87.0,4167.0,2.0
42,_eGMNmvAsW6oeD1mhOzF2g,italian,-0.1075569,51.5156355,Italian,POINT (531409.8377440717 181332.0374074149),0.0,E02000001,City of London 001,E09000001,City of London,E12000007,London,7375.0,7187.0,188.0,25.5,4385.0,1.6
43,Nd9yeR-RSgg1i-nsvA3NsA,italian,-0.09183,51.51991,Italian,POINT (532488.6136391008 181835.7102919911),0.0,E02000001,City of London 001,E09000001,City of London,E12000007,London,7375.0,7187.0,188.0,25.5,4385.0,1.6
44,TiBpR8v43njAeVmFwzIVEA,italian,-0.1028417,51.5192406,Italian,POINT (531726.5966456797 181741.4069769274),0.0,E02000001,City of London 001,E09000001,City of London,E12000007,London,7375.0,7187.0,188.0,25.5,4385.0,1.6
45,oxCMByNo12dgtYWzHretMg,italian,-0.105994999408722,51.5229682922363,Italian,POINT (531497.1005814727 182150.2717690506),554.0,E02000575,Islington 022,E09000019,Islington,E12000007,London,11889.0,10418.0,1471.0,127.9,5583.0,1.9
46,bAp8y5Mn7UZA59pTpQG_kA,italian,-0.08493,51.5145912,Italian,POINT (532982.7858608929 181256.7493777055),0.0,E02000001,City of London 001,E09000001,City of London,E12000007,London,7375.0,7187.0,188.0,25.5,4385.0,1.6
47,1mIdoLtgmU69IXOP1WDTIg,italian,-0.083405,51.51269,Italian,POINT (533094.1333400001 181048.1005478757),0.0,E02000001,City of London 001,E09000001,City of London,E12000007,London,7375.0,7187.0,188.0,25.5,4385.0,1.6
48,PpCXA76oe14H5gXaQPyGLQ,italian,-0.088395,51.517421,Italian,POINT (532734.1502944963 181565.1458036324),0.0,E02000001,City of London 001,E09000001,City of London,E12000007,London,7375.0,7187.0,188.0,25.5,4385.0,1.6
